,file_number,message_id,topic,author,link,domain,top_level_domain
367,1086365,message #1763909,Does anyone test e(fx)clipse applications?,Thomas Schindl,https://github.com/BestSolution-at/efxclipse-sample-mvvm,github.com,com
368,1087615,message #1768518,How to work around the lack of SysML diagram frames?,Carsten Pitz,http://www.omg.org/spec/UML/20131001/UML.xmi,www.omg.org,org
369,1087658,message #1768664,Selective edit of rows in Nattable,Dirk Fauth,https://www.eclipse.org/nattable/documentation.php?page=editing,www.eclipse.org,org
370,1090455,message #1777945,Connecting to a non-xtext language from Eclipse: Binding ResourceDescriptionStrategy,Christian Dietrich,https://typefox.io/linking-xtext-models-with-other-emf-models,typefox.io,io
371,1091021,message #1779668,Question about advanced configuration in Sirius,Bo Zhang,https://www.eclipse.org/sirius/doc/developer/extensions-provide_custom_style.html,www.eclipse.org,org
372,1092870,message #1785712,sorting options with resource save api,Ed Willink,https://www.eclipse.org/modeling/tmf/downloads/,www.eclipse.org,org
373,1093619,message #1790220,RIoT - the IoT load/performance generator based on TTCN-3 and Titan,Elemer Lelik,http://git.eclipse.org/gitroot/titan/titan.ApplicationLibraries.CoAP,git.eclipse.org,org
374,1095208,message #1795285,C++ Template Find References,Marc-André Laperle,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=CDT,bugs.eclipse.org,org
375,1095755,message #1796939,Sirius Tutorial for dummies,Frederic Madiot,https://wiki.eclipse.org/Sirius/Tutorials/DomainModelTutorial,wiki.eclipse.org,org
376,1095814,message #1797081,How to install Moka in Papyrus 2018-9?,Quentin Le Menez,http://download.eclipse.org/modeling/mdt/papyrus/components/moka/?d,download.eclipse.org,org
377,1095999,message #1797654,Imagick support in PDT,Eclipse User,http://php.net/imagick,php.net,net
378,1096062,message #1797822,org.eclipse.swt.widgets.Event.text return unexpected value,Ivan Furnadjiev,https://github.com/eclipse/rap/blob/master/examples/org.eclipse.rap.examples.pages/src/org/eclipse/rap/examples/pages/ValidationExamplePage.java,github.com,com
379,893678,message #1512096,problem in evaluating the UML model with OCL API,Ed Willink,https://bugs.eclipse.org/bugs/show_bug.cgi?id=455704,bugs.eclipse.org,org
380,896207,message #1514780,Project import fails on non-existent source folder,Eike Stepper,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
381,986987,message #1608529,Invert String or Sequence,Dennis Wagelaar,http://www.omg.org/spec/OCL/2.2/,www.omg.org,org
382,997351,message #1619490,Import plain Java Projects,Eike Stepper,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
